,AGENCY-COMPANY,HEADQUARTERS,2012-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
307,GA Communication Group,Chicago,22900000,10.1,GA Communication Group,Independent
308,Upshot,Chicago,22800000,8.8,Upshot,Independent
309,Macquarium Intelligent Communications*,Atlanta,22514000,-22.0,Macquarium Intelligent Communications,Independent
310,Biolumina* [Omnicom],New York,22500000,12.5,Biolumina ,Omnicom
311,Eveo,San Francisco,22000000,-2.2,Eveo,Independent
312,180 Amsterdam/180LA* [Omnicom],"Amsterdam/Santa Monica, Calif.",21500000,7.5,180 Amsterdam/180LA ,Omnicom
313,Marquette Group,"Peoria, Ill.",21391000,2.3,Marquette Group,Independent
314,Kern Organization* [Omnicom],"Woodland Hills, Calif.",21336000,1.6,Kern Organization ,Omnicom
315,Barbarian Group [Cheil Worldwide],New York,21177000,23.4,Barbarian Group ,Cheil Worldwide
316,Didit,"Mineola, N.Y.",21100000,,Didit,Independent
317,Profero,New York,21000000,8.2,Profero,Independent
318,Zeno Group [DJE Holdings],New York,20799000,48.1,Zeno Group ,DJE Holdings
319,Phonevalley* [Publicis],Boston,20500000,2.5,Phonevalley ,Publicis
320,Tapestry* [Publicis],Chicago,20500000,11.4,Tapestry ,Publicis
321,Gage,Minneapolis,20400000,11.5,Gage,Independent
322,rEvolution,Chicago,20371000,-13.3,rEvolution,Independent
323,Avrett Free Ginsberg* [Interpublic],New York,20300000,0.0,Avrett Free Ginsberg ,Interpublic
324,Sterling-Rice Group,"Boulder, Colo.",20247000,-3.8,Sterling-Rice Group,Independent
325,Creative Alliance*,"Louisville, Ky.",20120000,-7.6,Creative Alliance,Independent
326,Coyne Public Relations,"Parsippany, N.J.",20027000,12.5,Coyne Public Relations,Independent
327,Nurun* [Quebecor Media's Nurun],Montreal,20000000,3.6,Nurun ,Quebecor Media's Nurun
328,Pereira & O'Dell [Grupo ABC],San Francisco,20000000,35.1,Pereira & O'Dell ,Grupo ABC
329,UniWorld Group* [WPP],"Brooklyn, N.Y.",20000000,5.3,UniWorld Group ,WPP
330,FKM,Houston,19978000,6.3,FKM,Independent
331,Alma* [Omnicom],Miami,19929000,16.0,Alma ,Omnicom
332,Taylor,New York,19800000,3.7,Taylor,Independent
333,Gibbs & Soell*,New York,19735000,34.2,Gibbs & Soell,Independent
334,Factory Design Labs,Denver,19574000,22.1,Factory Design Labs,Independent
335,Liquid Agency,"San Jose, Calif.",19566000,60.6,Liquid Agency,Independent
336,Marketing Support,Chicago,19548000,17.7,Marketing Support,Independent
337,Code & Theory,New York,19500000,18.2,Code & Theory,Independent
338,Smith,Seattle,19500000,-30.4,Smith,Independent
339,McCormick Co.,"Amarillo, Texas",19311000,12.7,McCormick Co.,Independent
340,Laird & Partners* [MDC Partners],New York,19269000,7.1,Laird & Partners ,MDC Partners
341,Cone Communications* [Omnicom],Boston,19250000,1.3,Cone Communications ,Omnicom
342,Biggs Gilmore,"Kalamazoo, Mich.",19096000,7.7,Biggs Gilmore,Independent
343,Serino/Coyne* [Omnicom],New York,19055000,24.5,Serino/Coyne ,Omnicom
344,Zubi Advertising Services,"Coral Gables, Fla.",19000000,0.5,Zubi Advertising Services,Independent
345,HY Connect,Chicago,18963000,21.8,HY Connect,Independent
346,Cooney/Waters Group [Creston],New York,18961000,-7.2,Cooney/Waters Group ,Creston
347,EffectiveUI* [WPP],Denver,18900000,-9.1,EffectiveUI ,WPP
348,Flashpoint Medica* [Omnicom],New York,18860000,15.0,Flashpoint Medica ,Omnicom
349,Dieste* [Omnicom],Dallas,18700000,0.0,Dieste ,Omnicom
350,OutCast Agency [Next Fifteen Communications Group],San Francisco,18700000,3.9,OutCast Agency ,Next Fifteen Communications Group
351,De la Cruz Group,"Guaynabo, P.R.",18507000,11.5,De la Cruz Group,Independent
352,JWT Action* [WPP],"Akron, Ohio",18500000,-7.5,JWT Action ,WPP
353,MV42* [Publicis],New York,18480000,12.0,MV42 ,Publicis
354,Tris3ct,Chicago,18449000,20.0,Tris3ct,Independent
355,LLNS* [Omnicom],New York,18418000,-3.1,LLNS ,Omnicom
356,Moosylvania*,St. Louis,18418000,0.9,Moosylvania,Independent
357,Text 100* [Next Fifteen Communications Group],New York,18394000,1.0,Text 100 ,Next Fifteen Communications Group
358,Dentsu America* [Dentsu],New York,18242000,3.4,Dentsu America ,Dentsu
359,Entree Health* [Omnicom],New York,18143000,16.3,Entree Health ,Omnicom
360,Blue Chip Marketing Worldwide*,"Northbrook, Ill.",18130000,34.3,Blue Chip Marketing Worldwide,Independent
361,HealthEd,"Clark, N.J.",18000000,-14.3,HealthEd,Independent
362,Ignited,"El Segundo, Calif.",18000000,2.9,Ignited,Independent
363,Images USA,Atlanta,18000000,12.5,Images USA,Independent
364,Via Agency,"Portland, Maine",18000000,17.7,Via Agency,Independent
365,Greater Than One,New York,17900000,11.2,Greater Than One,Independent
366,Sigma Group,"Oradell, N.J.",17700000,7.3,Sigma Group,Independent
367,MMB*,Boston,17629000,8.8,MMB,Independent
368,Adams & Knight,"Avon, Conn.",17613000,41.7,Adams & Knight,Independent
369,Cadient Group*,"King of Prussia, Pa.",17600000,0.0,Cadient Group,Independent
370,Partners & Napier [Project WorldWide],"Rochester, N.Y.",17550000,-8.1,Partners & Napier ,Project WorldWide
371,Agency 720* [Omnicom],Detroit,17500000,16.8,Agency 720 ,Omnicom
372,French/West/Vaughan,"Raleigh, N.C.",17186000,25.4,French/West/Vaughan,Independent
373,Risdall Advertising*,"New Brighton, Minn.",17090000,17.0,Risdall Advertising,Independent
374,EPAM Empathy Lab,"Conshohocken, Pa.",17000000,6.3,EPAM Empathy Lab,Independent
375,Legacy Marketing Partners [RiverNorth Group (KB Holdings)],Chicago,17000000,-5.6,Legacy Marketing Partners ,RiverNorth Group
376,Schafer Condon Carter,Chicago,16990000,9.8,Schafer Condon Carter,Independent
377,Sundog,"Fargo, N.D.",16987000,15.5,Sundog,Independent
378,Walton Isaacson,"Culver City, Calif./Chicago",16978000,35.8,Walton Isaacson,Independent
379,Padilla Speer Beardsley,Minneapolis,16876000,-5.4,Padilla Speer Beardsley,Independent
380,Space150,Minneapolis,16844000,-2.2,Space150,Independent
381,Sawtooth,"Red Bank, N.J.",16815000,3.0,Sawtooth,Independent
382,TargetCast* [MDC Partners],New York,16800000,12.0,TargetCast ,MDC Partners
383,Riester,Phoenix,16761000,15.6,Riester,Independent
384,Red Interactive Agency*,"Santa Monica, Calif.",16650000,15.6,Red Interactive Agency,Independent
385,AdAsia Communications,"Englewood Cliffs, N.J.",16604000,,AdAsia Communications,Independent
386,Firstborn* [Dentsu],New York,16500000,0.0,Firstborn ,Dentsu
387,Grupo Gallegos,"Huntington Beach, Calif.",16500000,6.5,Grupo Gallegos,Independent
388,TBC,Baltimore,16300000,8.7,TBC,Independent
389,Power Creative,"Louisville, Ky.",16281000,6.8,Power Creative,Independent
390,Mastermind Marketing,Atlanta,16200000,9.5,Mastermind Marketing,Independent
391,Emanate* [Omnicom],New York,16188000,25.0,Emanate ,Omnicom
392,Peppercom,New York,16173000,10.7,Peppercom,Independent
393,Fitzgerald & Co.* [Interpublic],Atlanta,16160000,0.0,Fitzgerald & Co. ,Interpublic
394,Marcus Thomas,Cleveland,16086000,7.0,Marcus Thomas,Independent
395,Blitz Agency,"Santa Monica, Calif.",16058000,10.9,Blitz Agency,Independent
396,Berlin Cameron United* [WPP],New York,16000000,7.7,Berlin Cameron United ,WPP
397,Luckie & Co.,"Birmingham, Ala.",16000000,-5.9,Luckie & Co.,Independent
398,Mekanism*,San Francisco,16000000,0.0,Mekanism,Independent
399,La Comunidad,Miami,15800000,11.3,La Comunidad,Independent
400,LeadDog Marketing Group,New York,15760000,31.0,LeadDog Marketing Group,Independent
401,Roberts & Langer DDB* [Omnicom],New York,15716000,10.0,Roberts & Langer DDB ,Omnicom
402,GlynnDevins Advertising & Marketing,"Overland Park, Kan.",15689000,32.3,GlynnDevins Advertising & Marketing,Independent
403,RevHealth,"Morristown, N.J.",15630000,22.5,RevHealth,Independent
404,Intermark Group,"Birmingham, Ala.",15600000,-26.5,Intermark Group,Independent
405,Evolution Bureau* [Omnicom],San Francisco,15500000,3.3,Evolution Bureau ,Omnicom
406,Fuseideas,"Winchester, Mass.",15500000,82.4,Fuseideas,Independent
407,Swanson Russell,"Lincoln, Neb.",15353000,11.5,Swanson Russell,Independent
408,GlobalWorks Group,New York,15350000,4.1,GlobalWorks Group,Independent
409,LehmanMillet* [HealthStar Communications],Boston,15300000,0.0,LehmanMillet ,HealthStar Communications
410,Della Femina/Rothschild/Jeary & Partners*,New York,15281000,-2.6,Della Femina/Rothschild/Jeary & Partners,Independent
411,RKG,"Charlottesville, Va.",15147000,87.6,RKG,Independent
412,Fathom,"Valley View, Ohio",15115000,15.1,Fathom,Independent
413,Omelet,"Culver City, Calif.",15100000,228.3,Omelet,Independent
414,Tierney* [Interpublic],Philadelphia,15000000,0.0,Tierney ,Interpublic
415,Iris [Iris Worldwide],New York,14999000,36.0,Iris ,Iris Worldwide
416,Wing* [WPP],New York,14942000,5.6,Wing ,WPP
417,Lockard & Wechsler Direct,"Irvington, N.Y.",14920000,19.8,Lockard & Wechsler Direct,Independent
418,Sanders/Wingo,"El Paso, Texas",14906000,4.8,Sanders/Wingo,Independent
419,Struck,Salt Lake City,14794000,-10.0,Struck,Independent
420,Cheil Worldwide,New York,14656000,10.6,Cheil Worldwide,Independent
421,Hunter Public Relations,New York,14554000,21.0,Hunter Public Relations,Independent
422,M Booth [Next Fifteen Communications Group],New York,14551000,3.2,M Booth ,Next Fifteen Communications Group
423,Ignite Social Media*,"Cary, N.C.",14520000,,Ignite Social Media,Independent
424,PJA Advertising & Marketing,"Cambridge, Mass.",14500000,32.5,PJA Advertising & Marketing,Independent
425,SBC Advertising,"Columbus, Ohio",14455000,7.2,SBC Advertising,Independent
426,GKV,Baltimore,14370000,13.1,GKV,Independent
427,Rivet* [Interpublic],Chicago,14280000,2.0,Rivet ,Interpublic
428,Direct Partners* [Omnicom],"Marina del Rey, Calif.",14229000,-13.2,Direct Partners ,Omnicom
429,Shift Communications,"Newton, Mass.",14226000,17.2,Shift Communications,Independent
430,Kang & Lee Advertising* [WPP],New York,14200000,-13.3,Kang & Lee Advertising ,WPP
431,5W Public Relations,New York,14189000,13.9,5W Public Relations,Independent
432,Connelly Partners,Boston,14120000,15.6,Connelly Partners,Independent
433,Northlich*,Cincinnati,14000000,0.0,Northlich,Independent
434,R2integrated,Baltimore,13985000,26.1,R2integrated,Independent
435,Fuse,St. Louis,13983000,71.5,Fuse,Independent
436,Gravity Media,New York,13966000,71.1,Gravity Media,Independent
437,Concentric Health Experience* [MDC Partners],New York,13925000,8.3,Concentric Health Experience ,MDC Partners
438,Area203 Digital,"Chattanooga, Tenn.",13900000,65.5,Area203 Digital,Independent
439,Agency212*,New York,13875000,2.8,Agency212,Independent
440,KHJ Brand Activation,Boston,13780000,3.9,KHJ Brand Activation,Independent
441,RJ Palmer* [MDC Partners],New York,13737000,5.1,RJ Palmer ,MDC Partners
442,McGarrah Jessee,"Austin, Texas",13726000,7.4,McGarrah Jessee,Independent
443,Mitchell Communications Group* [Dentsu],"Fayetteville, Ark.",13680000,33.6,Mitchell Communications Group ,Dentsu
444,Response Mine Interactive,Atlanta,13669000,39.3,Response Mine Interactive,Independent
445,Archer Malmo,"Memphis, Tenn.",13660000,18.4,Archer Malmo,Independent
446,Hoffman/Lewis,San Francisco,13636000,21.6,Hoffman/Lewis,Independent
447,Buntin Group,"Nashville, Tenn.",13500000,-12.3,Buntin Group,Independent
448,Oneupweb,"Traverse City, Mich.",13500000,3.8,Oneupweb,Independent
449,Fame* [Omnicom],Minneapolis,13208000,1.6,Fame ,Omnicom
450,Redscout* [MDC Partners],New York,13200000,10.0,Redscout ,MDC Partners
451,Vidal Partnership*,New York,13140000,-14.1,Vidal Partnership,Independent
452,RF Binder Partners [Ruder Finn Group],New York,13100000,5.2,RF Binder Partners ,Ruder Finn Group
453,Zambezi,"Venice, Calif.",13100000,70.3,Zambezi,Independent
454,CRT/Tanaka,"Richmond, Va.",13009000,12.4,CRT/Tanaka,Independent
455,Callahan Creek,"Lawrence, Kan.",13008000,19.3,Callahan Creek,Independent
456,Casanova Pendrill* [Interpublic],"Costa Mesa, Calif.",13000000,11.8,Casanova Pendrill ,Interpublic
457,Makovsky,New York,13000000,8.3,Makovsky,Independent
458,Saatchi & Saatchi Science* [Publicis],"Yardley, Pa.",13000000,0.0,Saatchi & Saatchi Science ,Publicis
459,Ron Foth Advertising,"Columbus, Ohio",12787000,1.8,Ron Foth Advertising,Independent
460,Stephenz Group,"San Jose, Calif.",12785000,21.0,Stephenz Group,Independent
461,Rodgers Townsend* [Omnicom],St. Louis,12713000,-2.0,Rodgers Townsend ,Omnicom
462,Hanley Wood Marketing,Minneapolis,12710000,12.4,Hanley Wood Marketing,Independent
463,Hanson*,"Maumee, Ohio",12700000,0.0,Hanson,Independent
464,Iconmobile* [WPP],Berlin,12600000,5.0,Iconmobile ,WPP
465,Proof Integrated Communications* [WPP],New York,12600000,5.0,Proof Integrated Communications ,WPP
466,Sullivan Higdon & Sink,"Wichita, Kan.",12569000,-2.0,Sullivan Higdon & Sink,Independent
467,MGSCOMM,Miami,12559000,40.0,MGSCOMM,Independent
468,Brand Union* [WPP],New York,12420000,7.0,Brand Union ,WPP
469,American Communications Group*,"Torrance, Calif.",12401000,3.2,American Communications Group,Independent
470,Grafica,"Morristown, N.J.",12300000,1.7,Grafica,Independent
471,MicroMass Communications,"Cary, N.C.",12300000,35.2,MicroMass Communications,Independent
472,Slingshot*,Dallas,12262000,15.0,Slingshot,Independent
473,LM&O Advertising,"Arlington, Va.",12158000,40.5,LM&O Advertising,Independent
474,Hirons & Co.,Indianapolis,12150000,12.0,Hirons & Co.,Independent
475,Threshold Interactive,"Culver City, Calif.",12129000,14.0,Threshold Interactive,Independent
476,O2 Ideas,"Birmingham, Ala.",12128000,3.0,O2 Ideas,Independent
477,Attik* [Dentsu],San Francisco,12090000,14.1,Attik ,Dentsu
478,WebMetro,"San Dimas, Calif.",12017000,10.6,WebMetro,Independent
479,Camelot Strategic Marketing & Media,Dallas,12000000,8.1,Camelot Strategic Marketing & Media,Independent
480,Palisades Media Group,"Santa Monica, Calif.",12000000,15.4,Palisades Media Group,Independent
481,Rain,New York,12000000,100.0,Rain,Independent
482,Reprise Media* [Interpublic],New York,12000000,-23.7,Reprise Media ,Interpublic
483,Hitchcock Fleming & Associates*,"Akron, Ohio",11937000,0.0,Hitchcock Fleming & Associates,Independent
484,Admerasia,New York,11750000,9.3,Admerasia,Independent
485,FKQ Advertising & Marketing,"Clearwater, Fla.",11726000,13.2,FKQ Advertising & Marketing,Independent
486,DMW Direct,"Chesterbrook, Pa.",11680000,4.3,DMW Direct,Independent
487,Duncan/Channon,San Francisco,11500000,-17.9,Duncan/Channon,Independent
488,Lippe Taylor*,New York,11500000,15.0,Lippe Taylor,Independent
489,Natrel Communications,"Parsippany, N.J.",11480000,10.4,Natrel Communications,Independent
490,Cranford Johnson Robinson Woods*,"Little Rock, Ark.",11427000,0.0,Cranford Johnson Robinson Woods,Independent
491,Catalyst,"Rochester, N.Y.",11389000,3.2,Catalyst,Independent
492,Bodden Partners,New York,11360000,28.5,Bodden Partners,Independent
493,Marlin Network,"Springfield, Mo.",11315000,19.1,Marlin Network,Independent
494,Godfrey,"Lancaster, Pa.",11300000,-6.6,Godfrey,Independent
495,SparkPR,San Francisco,11280000,8.5,SparkPR,Independent
496,Closerlook*,Chicago,11193000,21.9,Closerlook,Independent
497,Sigma Marketing Insights,"Rochester, N.Y.",11113000,-2.8,Sigma Marketing Insights,Independent
498,Deep Focus [Engine Group],New York,11104000,5.7,Deep Focus ,Engine Group
499,Tenthwave Digital,"Melville, N.Y.",11082000,56.4,Tenthwave Digital,Independent
500,Ologie,"Columbus, Ohio",11035000,5.6,Ologie,Independent
501,Sloane & Co.* [MDC Partners],New York,11035000,2.2,Sloane & Co. ,MDC Partners
502,Mono* [MDC Partners],Minneapolis,11004000,11.9,Mono ,MDC Partners
503,Big Spaceship*,"Brooklyn, N.Y.",11000000,22.2,Big Spaceship,Independent
504,Boathouse Group,"Waltham, Mass.",11000000,10.0,Boathouse Group,Independent
505,Genuine Interactive,Boston,11000000,10.0,Genuine Interactive,Independent
506,Lapiz USA* [Publicis],Chicago,11000000,-8.3,Lapiz USA ,Publicis
507,The Gate Worldwide* [MSQ Partners],New York,11000000,0.0,The Gate Worldwide ,MSQ Partners
508,Rally Marketing Group,Seattle,10982000,17.5,Rally Marketing Group,Independent
509,Bailey Lauerman,"Lincoln, Neb.",10910000,3.9,Bailey Lauerman,Independent
510,Widmeyer Communications,Washington,10900000,7.0,Widmeyer Communications,Independent
511,Kaplow*,New York,10850000,8.2,Kaplow,Independent
512,Trozzolo Communications Group,"Kansas City, Mo.",10821000,4.7,Trozzolo Communications Group,Independent
513,Clarity Coverdale Fury,Minneapolis,10800000,4.9,Clarity Coverdale Fury,Independent
514,Republica,Miami,10700000,30.5,Republica,Independent
515,Black Twig Communications*,St. Louis,10695000,6.5,Black Twig Communications,Independent
516,Proof Advertising,"Austin, Texas",10661000,18.9,Proof Advertising,Independent
517,Roberts Communications,"Rochester, N.Y.",10660000,9.0,Roberts Communications,Independent
518,Sullivan,New York,10602000,5.2,Sullivan,Independent
519,Relevent* [MDC Partners],New York,10600000,0.0,Relevent ,MDC Partners
520,Dalton Agency,"Jacksonville, Fla.",10576000,4.4,Dalton Agency,Independent
521,M&C Saatchi,London,10563000,161.1,M&C Saatchi,Independent
522,"Aloysius, Butler & Clark","Wilmington, Del.",10552000,20.6,"Aloysius, Butler & Clark",Independent
523,Bromley Communications* [Publicis],San Antonio,10514000,0.0,Bromley Communications ,Publicis
524,Phelps,"Santa Monica, Calif.",10505000,15.2,Phelps,Independent
525,Questus,San Francisco,10500000,9.4,Questus,Independent
526,Carol H. Williams Advertising,"Oakland, Calif.",10322000,-33.0,Carol H. Williams Advertising,Independent
527,PBJS* [Publicis],Seattle,10280000,,PBJS ,Publicis
528,Gelia,"Williamsville, N.Y.",10257000,20.6,Gelia,Independent
529,BoomBox,New York,10200000,39.7,BoomBox,Independent
530,Stamats,"Cedar Rapids, Iowa",10177000,-0.3,Stamats,Independent
531,Wpromote,"El Segundo, Calif.",10171000,31.9,Wpromote,Independent
532,Acento Advertising,"Santa Monica, Calif.",10162000,-5.8,Acento Advertising,Independent
533,Luquire George Andrews,"Charlotte, N.C.",10134000,44.4,Luquire George Andrews,Independent
534,Next Marketing,"Norcross, Ga.",10100000,36.5,Next Marketing,Independent
535,Muse Communications,"Culver City, Calif.",10091000,176.1,Muse Communications,Independent
536,Elite SEM,New York,10000000,47.1,Elite SEM,Independent
537,Pedone & Partners,New York,10000000,11.1,Pedone & Partners,Independent
538,Siltanen & Partners Advertising*,"El Segundo, Calif.",10000000,0.0,Siltanen & Partners Advertising,Independent
539,Radarworks,Los Angeles,9900000,19.3,Radarworks,Independent
540,Strategic America,"West Des Moines, Iowa",9876000,5.5,Strategic America,Independent
541,Blitz Media*,"Waltham, Mass.",9864000,0.0,Blitz Media,Independent
542,FullSix [FullSix Group],Paris,9818000,0.9,FullSix ,FullSix Group
543,Nelson Schmidt,Milwaukee,9800000,16.7,Nelson Schmidt,Independent
544,InterTrend Communications,"Long Beach, Calif.",9700000,1.0,InterTrend Communications,Independent
545,Anthology Marketing Group,Honolulu,9632000,5.7,Anthology Marketing Group,Independent
546,Elias/Savion Advertising,Pittsburgh,9584000,4.7,Elias/Savion Advertising,Independent
547,FingerPaint,"Saratoga Springs, N.Y.",9540000,121.0,FingerPaint,Independent
548,Noise [Engine Group],New York,9535000,29.8,Noise ,Engine Group
549,Marriner Marketing Communications,"Columbia, Md.",9528000,1.7,Marriner Marketing Communications,Independent
550,Sub Rosa,New York,9500000,116.6,Sub Rosa,Independent
551,Babcock & Jenkins,"Portland, Ore.",9450000,13.2,Babcock & Jenkins,Independent
552,Cole & Weber United* [WPP],Seattle,9450000,-10.0,Cole & Weber United ,WPP
553,LaunchSquad,San Francisco,9387000,26.6,LaunchSquad,Independent
554,Slack and Company,Chicago,9307000,-19.8,Slack and Company,Independent
555,Threespot,Washington,9184000,15.8,Threespot,Independent
556,Vladimir Jones,"Colorado Springs, Colo.",9140000,9.8,Vladimir Jones,Independent
557,Charleston/Orwig,"Hartland, Wis.",9131000,3.6,Charleston/Orwig,Independent
558,Seiden Group,New York,9100000,0.0,Seiden Group,Independent
559,Bozell,"Omaha, Neb.",9000000,-43.8,Bozell,Independent
560,Fly Communications,New York,9000000,80.0,Fly Communications,Independent
561,Rokkan* [Publicis],New York,9000000,25.0,Rokkan ,Publicis
562,SSCG Media Group* [Omnicom],New York,9000000,,SSCG Media Group ,Omnicom
563,Commonground Marketing,Chicago,8955000,44.9,Commonground Marketing,Independent
564,Johannes Leonardo* [WPP],New York,8935000,35.4,Johannes Leonardo ,WPP
565,Cannonball Advertising*,St. Louis,8913000,13.9,Cannonball Advertising,Independent
566,Lewis Communications*,"Mobile, Ala.",8903000,0.0,Lewis Communications,Independent
567,Vizeum* [Dentsu],New York,8742000,43.8,Vizeum ,Dentsu
568,Butler/Till,"Rochester, N.Y.",8728000,15.7,Butler/Till,Independent
569,Brighton Agency,St. Louis,8680000,24.7,Brighton Agency,Independent
570,DGWB Advertising & Communications*,"Santa Ana, Calif.",8617000,-8.3,DGWB Advertising & Communications,Independent
571,Marden-Kane,"Garden City, N.Y.",8577000,7.9,Marden-Kane,Independent
572,Doe-Anderson,"Louisville, Ky.",8566000,22.0,Doe-Anderson,Independent
573,Centigrade,"Birmingham, Mich.",8459000,53.8,Centigrade,Independent
574,Southwest Media Group*,Dallas,8418000,14.1,Southwest Media Group,Independent
575,St. John & Partners Advertising & PR,"Jacksonville, Fla.",8388000,-6.1,St. John & Partners Advertising & PR,Independent
576,E.B. Lane,Phoenix,8300000,1.2,E.B. Lane,Independent
577,Source Communications,"Hackensack, N.J.",8263000,-5.6,Source Communications,Independent
578,Hunt Adkins,Minneapolis,8218000,38.8,Hunt Adkins,Independent
579,TaCito Direct,Dallas,8182000,39.7,TaCito Direct,Independent
580,Castells & Asociados,Los Angeles,8108000,-16.7,Castells & Asociados,Independent
581,Location3 Media,Denver,8052000,12.4,Location3 Media,Independent
582,Taxi* [WPP],Toronto,8037000,12.8,Taxi ,WPP
583,HeilBrice Marketing Communications,"Irvine, Calif.",8036000,17.3,HeilBrice Marketing Communications,Independent
584,Michael Walters Advertising,Chicago,8000000,164.9,Michael Walters Advertising,Independent
585,Strikeforce Communications,New York,8000000,0.0,Strikeforce Communications,Independent
586,IW Group* [Interpublic],"West Hollywood, Calif.",7991000,-19.7,IW Group ,Interpublic
587,Milici Valenti Ng Pack,Honolulu,7973000,6.8,Milici Valenti Ng Pack,Independent
588,E & M Advertising*,New York,7900000,5.0,E & M Advertising,Independent
589,SMZ,"Troy, Mich.",7900000,1.3,SMZ,Independent
590,Catalyst Public Relations,New York,7881000,33.0,Catalyst Public Relations,Independent
591,Airfoil Group,"Southfield, Mich.",7867000,-3.2,Airfoil Group,Independent
592,Hello Design* [MDC Partners],"Culver City, Calif.",7860000,20.0,Hello Design ,MDC Partners
593,Cibo Studios,San Francisco,7800000,34.5,Cibo Studios,Independent
594,Corinthian Media*,New York,7770000,2.8,Corinthian Media,Independent
595,Bayshore Solutions,"Tampa, Fla.",7711000,21.9,Bayshore Solutions,Independent
596,Media Horizons,"Norwalk, Conn.",7619000,3.7,Media Horizons,Independent
597,Ames Scullin O'Haire,Atlanta,7566000,0.9,Ames Scullin O'Haire,Independent
598,Neiman Group,Philadelphia,7544000,-7.6,Neiman Group,Independent
599,Acquirgy*,"St. Petersburg, Fla.",7525000,3.1,Acquirgy,Independent
600,EGC Group,"Melville, N.Y.",7500000,0.0,EGC Group,Independent
601,D Exposito & Partners,New York,7451000,5.5,D Exposito & Partners,Independent
602,Modern Climate,Minneapolis,7450000,43.3,Modern Climate,Independent
603,Karsh Hagan,Denver,7448000,10.7,Karsh Hagan,Independent
604,Chandelier Creative*,New York,7385000,-5.2,Chandelier Creative,Independent
605,Interlex Communications,San Antonio,7347000,6.8,Interlex Communications,Independent
606,Ozone Online*,San Francisco,7320000,24.1,Ozone Online,Independent
607,CDR Fundraising Group*,"Bowie, Md.",7317000,,CDR Fundraising Group,Independent
608,Siren Interactive*,"Oak Park, Ill.",7308000,-5.6,Siren Interactive,Independent
609,O'Leary & Partners,"Newport Beach, Calif.",7300000,2.8,O'Leary & Partners,Independent
610,Footsteps* [Omnicom],New York,7280000,4.0,Footsteps ,Omnicom
