,AGENCY-COMPANY,HEADQUARTERS,2010-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
0,Acxiom Corp.,"Little Rock, Ark.",62300000,-2.4,Acxiom Corp.,Independent
1,Epsilon [Alliance Data Systems Corp.],"Irving, Texas",58440000,19.8,Epsilon ,Alliance Data Systems Corp.
2,DraftFCB* [Interpublic (DraftFCB)],Chicago/New York,53000000,7.1,DraftFCB* ,Interpublic (DraftFCB)
3,McCann Erickson Worldwide* [Interpublic (McCann)],New York,45686300,1.5,McCann Erickson Worldwide* ,Interpublic (McCann)
4,BBDO Worldwide* [Omnicom (BBDO)],New York,45000000,3.2,BBDO Worldwide* ,Omnicom (BBDO)
5,Leo Burnett Worldwide/Arc* [Publicis (Leo Burnett)],Chicago,44101300,7.5,Leo Burnett Worldwide/Arc* ,Publicis (Leo Burnett)
6,Rapp* [Omnicom (DDB {Rapp})],New York,37650000,10.7,Rapp* ,Omnicom (DDB {Rapp})
7,JWT* [WPP (JWT)],New York,35624500,9.6,JWT* ,WPP (JWT)
8,SapientNitro [Sapient Corp.],Boston,35000000,35.1,SapientNitro ,Sapient Corp.
9,Edelman [Daniel J. Edelman],Chicago,33809000,17.9,Edelman ,Daniel J. Edelman
10,Euro RSCG Worldwide* [Havas (Euro RSCG)],New York,33720300,3.5,Euro RSCG Worldwide* ,Havas (Euro RSCG)
11,Digitas* [Publicis (Digitas)],Boston,33180000,12.5,Digitas* ,Publicis (Digitas)
12,Wunderman* [WPP (Y&R {Wunderman})],New York,32453000,8.8,Wunderman* ,WPP (Y&R {Wunderman})
13,Weber Shandwick* [Interpublic (McCann)],New York,32000000,10.0,Weber Shandwick* ,Interpublic (McCann)
14,Razorfish* [Publicis (Razorfish)],Seattle,31700000,6.4,Razorfish* ,Publicis (Razorfish)
15,Y&R* [WPP (Y&R)],New York,30400000,6.3,Y&R* ,WPP (Y&R)
16,Fleishman-Hillard* [Omnicom],St. Louis,29400000,8.1,Fleishman-Hillard* ,Omnicom
17,inVentiv Health* [inVentiv Group Holdings],"Westerville, Ohio",26942500,16.5,inVentiv Health* ,inVentiv Group Holdings
18,Carlson Marketing* [Groupe Aeroplan],Minneapolis,26625100,4.0,Carlson Marketing* ,Groupe Aeroplan
19,DDB Worldwide* [Omnicom (DDB)],New York,26355000,5.0,DDB Worldwide* ,Omnicom (DDB)
20,TBWA Worldwide* [Omnicom (TBWA)],New York,26000000,4.0,TBWA Worldwide* ,Omnicom (TBWA)
21,Merkle,"Columbia, Md.",25400000,13.9,Merkle,Independent
22,OgilvyOne Worldwide* [WPP (O&M)],New York,25100000,13.1,OgilvyOne Worldwide* ,WPP (O&M)
23,Aspen Marketing Services,"West Chicago, Ill.",24433400,8.4,Aspen Marketing Services,Independent
24,IBM Interactive* [IBM Corp.],Chicago,23360000,10.9,IBM Interactive* ,IBM Corp.
25,Starcom USA* [Publicis (SMG)],Chicago,22500000,9.0,Starcom USA* ,Publicis (SMG)
26,Rosetta,"Hamilton, N.J.",21839400,23.1,Rosetta,Independent
27,Saatchi & Saatchi* [Publicis (Saatchi)],New York,21420000,2.0,Saatchi & Saatchi* ,Publicis (Saatchi)
28,Burson-Marsteller* [WPP (Y&R {Burson-Marsteller})],New York,20000000,6.7,Burson-Marsteller* ,WPP (Y&R {Burson-Marsteller})
29,Grey* [WPP (Grey)],New York,19140000,6.3,Grey* ,WPP (Grey)
30,Hill & Knowlton* [WPP],New York,19000000,2.7,Hill & Knowlton* ,WPP
31,Ketchum* [Omnicom],New York,18500000,6.3,Ketchum* ,Omnicom
32,OMD Worldwide* [Omnicom (OMG)],New York,18360000,4.3,OMD Worldwide* ,Omnicom (OMG)
33,R/GA* [Interpublic (DraftFCB)],New York,17500000,45.8,R/GA* ,Interpublic (DraftFCB)
34,Meredith Integrated Marketing [Meredith Corp.],"Des Moines, Iowa",17300000,-2.8,Meredith Integrated Marketing ,Meredith Corp.
35,Deutsch* [Interpublic (Lowe)],New York,17160000,4.0,Deutsch* ,Interpublic (Lowe)
36,Digitas Health* [Publicis (Digitas)],Philadelphia,17043600,16.7,Digitas Health* ,Publicis (Digitas)
37,Richards Group,Dallas,17000000,0.3,Richards Group,Independent
38,MEC* [WPP (Group M)],New York/London,16842100,5.0,MEC* ,WPP (Group M)
39,Ogilvy & Mather Advertising* [WPP (O&M)],New York,16800000,8.4,Ogilvy & Mather Advertising* ,WPP (O&M)
40,Publicis* [Publicis (Publicis)],New York/Paris,16794000,8.0,Publicis* ,Publicis (Publicis)
41,Hill Holliday* [Interpublic],Boston,16640000,4.0,Hill Holliday* ,Interpublic
42,GSI Global Marketing Services* [GSI Commerce Inc.],"King of Prussia, Pa.",16288100,48.8,GSI Global Marketing Services* ,GSI Commerce Inc.
43,Mindshare Worldwide* [WPP (Group M)],New York,15909200,15.0,Mindshare Worldwide* ,WPP (Group M)
44,Campbell Ewald* [Interpublic],"Warren, Mich.",15700000,0.0,Campbell Ewald* ,Interpublic
45,MediaVest USA* [Publicis (SMG)],New York,15540000,11.0,MediaVest USA* ,Publicis (SMG)
46,Zenith Media USA* [Publicis (ZenithOptimedia)],New York,15100000,17.1,Zenith Media USA* ,Publicis (ZenithOptimedia)
47,Ogilvy CommonHealth Worldwide* [WPP (O&M)],"Parsippany, N.J.",15000000,-16.7,Ogilvy CommonHealth Worldwide* ,WPP (O&M)
48,Cramer-Krasselt,Chicago,14961500,0.7,Cramer-Krasselt,Independent
49,Crispin Porter & Bogusky* [MDC Partners],"Miami/Boulder, Colo.",14476500,4.8,Crispin Porter & Bogusky* ,MDC Partners
50,"Goodby, Silverstein & Partners* [Omnicom]",San Francisco,14274000,35.9,"Goodby, Silverstein & Partners* ",Omnicom
51,CDM New York* [Omnicom (CDM Group)],New York,14000000,7.7,CDM New York* ,Omnicom (CDM Group)
52,Wieden & Kennedy*,"Portland, Ore.",13860000,20.7,Wieden & Kennedy*,Independent
53,The Agency Inside Harte-Hanks [Harte-Hanks],"Yardley, Pa.",13858500,-1.8,The Agency Inside Harte-Hanks ,Harte-Hanks
54,Integer Group* [Omnicom (TBWA)],"Lakewood, Colo.",13716000,8.0,Integer Group* ,Omnicom (TBWA)
55,Martin Agency* [Interpublic (McCann)],"Richmond, Va.",13664000,22.0,Martin Agency* ,Interpublic (McCann)
56,iCrossing* [Hearst Corp.],"Scottsdale, Ariz.",13610000,12.0,iCrossing* ,Hearst Corp.
57,Doner*,"Southfield, Mich.",13300000,-6.3,Doner*,Independent
58,Ogilvy Public Relations Worldwide* [WPP (O&M)],New York,13000000,5.7,Ogilvy Public Relations Worldwide* ,WPP (O&M)
59,Organic* [Omnicom (BBDO)],San Francisco,12900700,-4.8,Organic* ,Omnicom (BBDO)
60,AKQA,San Francisco,12480000,26.1,AKQA,Independent
61,Euro RSCG Life* [Havas (Euro RSCG)],New York,12432000,12.0,Euro RSCG Life* ,Havas (Euro RSCG)
62,George P. Johnson [Project WorldWide],"Auburn Hills, Mich.",12199900,-1.2,George P. Johnson ,Project WorldWide
63,G2* [WPP (Grey)],New York,11785700,-1.8,G2* ,WPP (Grey)
64,MediaCom* [WPP (Group M)],New York,11278700,5.0,MediaCom* ,WPP (Group M)
65,UM* [Interpublic (Mediabrands)],New York,11257500,18.5,UM* ,Interpublic (Mediabrands)
66,McGarryBowen* [Dentsu (Dentsu Network West)],New York,11200000,60.0,McGarryBowen* ,Dentsu (Dentsu Network West)
67,RPA,"Santa Monica, Calif.",11130000,12.9,RPA,Independent
68,Momentum Worldwide* [Interpublic (McCann)],New York,11000000,8.9,Momentum Worldwide* ,Interpublic (McCann)
69,Interbrand* [Omnicom (DDB)],New York,10742200,7.4,Interbrand* ,Omnicom (DDB)
70,Horizon Media*,New York,10650000,26.8,Horizon Media*,Independent
71,Marketing Arm* [Omnicom],Dallas,10650000,6.5,Marketing Arm* ,Omnicom
72,DraftFCB Healthcare* [Interpublic (DraftFCB)],New York,10500000,20.7,DraftFCB Healthcare* ,Interpublic (DraftFCB)
73,Zimmerman Advertising* [Omnicom (TBWA)],"Fort Lauderdale, Fla.",10500000,8.2,Zimmerman Advertising* ,Omnicom (TBWA)
74,TracyLocke* [Omnicom (DDB)],Dallas,10000000,0.0,TracyLocke* ,Omnicom (DDB)
75,Waggener Edstrom Worldwide,"Bellevue, Wash.",9978600,5.5,Waggener Edstrom Worldwide,Independent
76,Arnold Worldwide* [Havas],Boston,9950000,6.0,Arnold Worldwide* ,Havas
77,McCann Healthcare Worldwide* [Interpublic (McCann)],"Parsippany, N.J.",9518600,4.6,McCann Healthcare Worldwide* ,Interpublic (McCann)
78,Critical Mass* [Omnicom],Chicago,9500000,26.7,Critical Mass* ,Omnicom
79,Mullen* [Interpublic],Boston,9300000,12.0,Mullen* ,Interpublic
80,Sudler & Hennessey* [WPP (Y&R)],New York,9200000,12.2,Sudler & Hennessey* ,WPP (Y&R)
81,Tribal DDB* [Omnicom (DDB)],New York,9020000,7.4,Tribal DDB* ,Omnicom (DDB)
82,GolinHarris* [Interpublic],Chicago,9000000,3.0,GolinHarris* ,Interpublic
83,Porter Novelli* [Omnicom],New York,9000000,3.0,Porter Novelli* ,Omnicom
84,VML* [WPP (Y&R)],"Kansas City, Mo.",9000000,12.5,VML* ,WPP (Y&R)
85,Initiative* [Interpublic (Mediabrands)],New York,8900000,12.7,Initiative* ,Interpublic (Mediabrands)
86,GyroHSR*,New York,8870600,4.1,GyroHSR*,Independent
87,Possible Worldwide* [WPP (WPP Digital)],New York,8700000,,Possible Worldwide* ,WPP (WPP Digital)
88,Accent Marketing Services* [MDC Partners],"Jeffersonville, Ind.",8582500,-19.1,Accent Marketing Services* ,MDC Partners
89,MRM Worldwide* [Interpublic (McCann)],New York,8550000,14.0,MRM Worldwide* ,Interpublic (McCann)
90,GMR Marketing* [Omnicom],"New Berlin, Wis.",8500000,9.0,GMR Marketing* ,Omnicom
91,Octagon* [Interpublic],"Norwalk, Conn.",8470000,10.0,Octagon* ,Interpublic
92,Proximity Worldwide* [Omnicom (BBDO)],New York,8355200,12.0,Proximity Worldwide* ,Omnicom (BBDO)
93,Kirshenbaum Bond Senecal & Partners* [MDC Partners],New York,8325000,11.0,Kirshenbaum Bond Senecal & Partners* ,MDC Partners
94,SolutionSet,"Mill Valley, Calif.",8307800,6.0,SolutionSet,Independent
95,Jack Morton Worldwide* [Interpublic],Boston,8250000,15.8,Jack Morton Worldwide* ,Interpublic
96,Goodness Mfg./Trailer Park,Los Angeles,8200000,5.1,Goodness Mfg./Trailer Park,Independent
97,GHG* [WPP (Grey)],New York,8141400,3.4,GHG* ,WPP (Grey)
98,MSL* [Publicis (MSL Group)],Paris,8097200,3.6,MSL* ,Publicis (MSL Group)
99,Ruder Finn [Ruder Finn Group],New York,8088200,13.8,Ruder Finn ,Ruder Finn Group
100,Carat* [Aegis Group],New York,8000000,6.7,Carat* ,Aegis Group
101,Lowe Healthcare Worldwide* [Interpublic (Lowe)],"Parsippany, N.J.",7800000,0.8,Lowe Healthcare Worldwide* ,Interpublic (Lowe)
102,Targetbase* [Omnicom],"Irving, Texas",7800000,4.0,Targetbase* ,Omnicom
103,FD* [FTI Consulting],New York/London,7727900,7.3,FD* ,FTI Consulting
104,Apco Worldwide,Washington,7500700,25.0,Apco Worldwide,Independent
105,360i* [Dentsu (Dentsu Network West)],New York,7500000,25.0,360i* ,Dentsu (Dentsu Network West)
106,Harrison & Star* [Omnicom],New York,7500000,7.0,Harrison & Star* ,Omnicom
107,Landor Associates* [WPP (Y&R)],San Francisco,7500000,14.5,Landor Associates* ,WPP (Y&R)
108,MPG* [Havas (Havas Media)],New York,7500000,-7.7,MPG* ,Havas (Havas Media)
109,SourceLink,"Itasca, Ill.",7260000,3.7,SourceLink,Independent
110,Hawkeye [Hawkeye Group],Dallas,7257000,7.0,Hawkeye ,Hawkeye Group
111,Acquity Group,Chicago,7250000,41.4,Acquity Group,Independent
112,Publicis Modem* [Publicis (Publicis)],New York,7250000,16.0,Publicis Modem* ,Publicis (Publicis)
113,GSD&M* [Omnicom],"Austin, Texas",7200000,0.0,GSD&M* ,Omnicom
114,PHD* [Omnicom (OMG)],London,7200000,7.0,PHD* ,Omnicom (OMG)
115,AbelsonTaylor,Chicago,7044800,4.8,AbelsonTaylor,Independent
116,NSI/Razor,St. Louis,7023600,13.6,NSI/Razor,Independent
117,TMP Worldwide Advertising & Communications [TMP Worldwide],New York,6926800,15.4,TMP Worldwide Advertising & Communications ,TMP Worldwide
118,Cohn & Wolfe* [WPP (Y&R)],New York,6875000,0.0,Cohn & Wolfe* ,WPP (Y&R)
119,Plattform Advertising [Ad Venture Interactive],"Lenexa, Kan.",6846600,1.2,Plattform Advertising ,Ad Venture Interactive
120,CAHG* [Omnicom],Chicago,6782300,10.6,CAHG* ,Omnicom
121,Geomentum* [Interpublic (Mediabrands)],"Downers Grove, Ill.",6615000,-9.1,Geomentum* ,Interpublic (Mediabrands)
122,GlobalHue*,"Southfield, Mich.",6567000,1.8,GlobalHue*,Independent
123,Moxie Interactive* [Publicis (ZenithOptimedia)],Atlanta,6500000,8.3,Moxie Interactive* ,Publicis (ZenithOptimedia)
124,Olson,Minneapolis,6480000,25.6,Olson,Independent
125,Brunswick*,London,6100000,,Brunswick*,Independent
126,Medicus Life Brands* [Publicis (PHCG)],New York,6100000,0.0,Medicus Life Brands* ,Publicis (PHCG)
127,22squared,Atlanta,6078500,5.9,22squared,Independent
128,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.",6000000,9.1,Team Enterprises* ,MDC Partners
129,Ryan Partnership [D.L. Ryan Cos. (Ryan Partnership)],"Wilton, Conn.",5738100,1.7,Ryan Partnership ,D.L. Ryan Cos. (Ryan Partnership)
130,Global Experience Specialists* [Viad Corp.],Las Vegas,5590000,9.0,Global Experience Specialists* ,Viad Corp.
131,Kaplan Thaler Group* [Publicis],New York,5500000,10.0,Kaplan Thaler Group* ,Publicis
132,TBA Global,New York,5500000,1.7,TBA Global,Independent
133,Team One* [Publicis (Saatchi)],"El Segundo, Calif.",5475000,9.5,Team One* ,Publicis (Saatchi)
134,Huntsworth Health* [Huntsworth],"Yardley, Pa.",5451100,4.1,Huntsworth Health* ,Huntsworth
135,Fry*,"Ann Arbor, Mich.",5330000,7.9,Fry*,Independent
136,Resource Interactive,"Columbus, Ohio",5300000,29.3,Resource Interactive,Independent
137,Blast Radius* [WPP (Y&R {Wunderman})],Vancouver,5200000,23.8,Blast Radius* ,WPP (Y&R {Wunderman})
138,iProspect* [Aegis Group],Boston,5200000,20.9,iProspect* ,Aegis Group
139,Derse*,Milwaukee,5192500,6.0,Derse*,Independent
140,R2C Group,"Portland, Ore.",5192400,1.5,R2C Group,Independent
141,Roundarch,Chicago,5148800,10.9,Roundarch,Independent
142,Grayling* [Huntsworth],London,5049100,2.1,Grayling* ,Huntsworth
143,Ascentium,"Bellevue, Wash.",5020000,-23.9,Ascentium,Independent
144,GAPRC Group,"Stone Mountain, Ga.",5010000,27.2,GAPRC Group,Independent
145,Brierley & Partners* [WPP],"Plano, Texas",4800000,,Brierley & Partners* ,WPP
146,IMC* [IMC2],Dallas,4800000,-4.0,IMC* ,IMC2
147,Saatchi & Saatchi Health Communications NY* [Publicis (PHCG)],New York,4650000,0.0,Saatchi & Saatchi Health Communications NY* ,Publicis (PHCG)
148,Periscope,Minneapolis,4649700,0.6,Periscope,Independent
149,LBi [LBi International],New York,4600000,7.0,LBi ,LBi International
150,Neo@Ogilvy* [WPP (O&M)],New York,4600000,21.1,Neo@Ogilvy* ,WPP (O&M)
151,Group M Search* [WPP (Group M)],St. Louis,4549500,35.0,Group M Search* ,WPP (Group M)
152,Fallon Worldwide* [Publicis],Minneapolis,4500000,12.5,Fallon Worldwide* ,Publicis
153,15miles,New York,4443600,-8.7,15miles,Independent
154,McMurry,Phoenix,4400000,-10.2,McMurry,Independent
155,Bernstein-Rein Advertising,"Kansas City, Mo.",4353500,0.6,Bernstein-Rein Advertising,Independent
156,Moroch Partners,Dallas,4324400,1.9,Moroch Partners,Independent
157,Band Digital,Chicago,4301400,-9.7,Band Digital,Independent
158,OgilvyAction* [WPP (O&M)],New York,4300000,19.4,OgilvyAction* ,WPP (O&M)
159,Huge* [Interpublic (Lowe)],"Brooklyn, N.Y.",4284200,38.2,Huge* ,Interpublic (Lowe)
160,Barkley,"Kansas City, Mo.",4236400,-3.3,Barkley,Independent
161,Group360 Worldwide,St. Louis,4200000,0.0,Group360 Worldwide,Independent
162,Javelin Marketing Group* [Omnicom],"Irving, Texas",4200000,-6.0,Javelin Marketing Group* ,Omnicom
163,Pacific Communications,"Costa Mesa, Calif.",4161900,18.6,Pacific Communications,Independent
164,Siegel & Gale* [Omnicom],New York,4125000,26.9,Siegel & Gale* ,Omnicom
165,Marketing Drive* [RiverNorth Group (KB Holdings)],"Norwalk, Conn.",4116000,-1.8,Marketing Drive* ,RiverNorth Group (KB Holdings)
166,GMMB* [Omnicom],Washington,4100000,7.9,GMMB* ,Omnicom
167,ePrize,"Pleasant Ridge, Mich.",4071800,12.8,ePrize,Independent
168,Carmichael Lynch* [Interpublic],Minneapolis,4050000,0.0,Carmichael Lynch* ,Interpublic
169,McKinney,"Durham, N.C.",4000000,41.5,McKinney,Independent
170,Kekst & Co.* [Publicis (MSL Group)],New York,4000000,2.4,Kekst & Co.* ,Publicis (MSL Group)
171,Optimedia International U.S.* [Publicis (ZenithOptimedia)],New York,4000000,2.0,Optimedia International U.S.* ,Publicis (ZenithOptimedia)
172,Amp Agency [Alloy Media & Marketing],Boston,3931000,4.0,Amp Agency ,Alloy Media & Marketing
173,Bartle Bogle Hegarty*,London,3900000,21.9,Bartle Bogle Hegarty*,Independent
174,JWT Inside* [WPP (JWT)],New York,3870700,7.5,JWT Inside* ,WPP (JWT)
175,BVK,Milwaukee,3860000,31.3,BVK,Independent
176,Martin Williams Advertising* [Omnicom],Minneapolis,3846600,5.0,Martin Williams Advertising* ,Omnicom
177,R&R Partners,Las Vegas,3752600,6.5,R&R Partners,Independent
178,Efficient Frontier*,"Sunnyvale, Calif.",3750000,25.0,Efficient Frontier*,Independent
179,WCG,San Francisco,3700800,37.4,WCG,Independent
180,Dieste* [Omnicom],Dallas,3700000,0.0,Dieste* ,Omnicom
181,E-Graphics Worldwide* [Omnicom (TBWA)],"Long Beach, Calif.",3700000,-2.6,E-Graphics Worldwide* ,Omnicom (TBWA)
182,Marketing Store,"Lombard, Ill.",3670000,-12.6,Marketing Store,Independent
183,Engauge,"Columbus, Ohio",3662700,2.2,Engauge,Independent
184,MediaWhiz,New York,3642300,32.3,MediaWhiz,Independent
185,Catapult Integrated Services [D.L. Ryan Cos. (Ryan Partnership)],"Westport, Conn.",3578200,7.6,Catapult Integrated Services ,D.L. Ryan Cos. (Ryan Partnership)
186,Mars Advertising,"Southfield, Mich.",3547800,3.5,Mars Advertising,Independent
187,Doremus* [Omnicom],New York,3520000,10.0,Doremus* ,Omnicom
188,Macquarium Intelligent Communications,Atlanta,3500000,6.1,Macquarium Intelligent Communications,Independent
189,U.S. International Media*,Los Angeles,3500000,20.7,U.S. International Media*,Independent
190,BFG Communications,"Bluffton, S.C.",3483000,10.5,BFG Communications,Independent
191,MWW Group*,"East Rutherford, N.J.",3479800,3.0,MWW Group*,Independent
192,Marketing Werks,Chicago,3445800,,Marketing Werks,Independent
193,Campbell Mithun* [Interpublic (McCann)],Minneapolis,3445000,-35.0,Campbell Mithun* ,Interpublic (McCann)
194,CementBloc,New York,3390000,24.0,CementBloc,Independent
195,Hacker Group* [Interpublic (DraftFCB)],Seattle,3350000,4.7,Hacker Group* ,Interpublic (DraftFCB)
196,Mktg,New York,3334000,4.6,Mktg,Independent
197,"Venables, Bell & Partners",San Francisco,3332600,14.9,"Venables, Bell & Partners",Independent
198,LLNS* [Omnicom],New York,3319300,10.6,LLNS* ,Omnicom
199,Grizzard Communications Group* [Omnicom],Atlanta,3258000,3.1,Grizzard Communications Group* ,Omnicom
200,SMG Performance Marketing* [Publicis (SMG)],New York,3200000,18.5,SMG Performance Marketing* ,Publicis (SMG)
201,Zaaz* [WPP (Y&R {Wunderman})],Seattle,3200000,28.0,Zaaz* ,WPP (Y&R {Wunderman})
202,Paradysz,New York,3169300,14.9,Paradysz,Independent
203,Switch,St. Louis,3140000,12.1,Switch,Independent
204,Team Epic* [Aegis Group],"Norwalk, Conn.",3140000,20.3,Team Epic* ,Aegis Group
205,Saatchi & Saatchi X* [Publicis (Saatchi)],"Springdale, Ark.",3120000,4.0,Saatchi & Saatchi X* ,Publicis (Saatchi)
206,Star Group,"Voorhees, N.J.",3100400,-0.4,Star Group,Independent
207,"Butler, Shine, Stern & Partners","Sausalito, Calif.",3095600,1.1,"Butler, Shine, Stern & Partners",Independent
208,Zeta Interactive,New York,3090700,0.0,Zeta Interactive,Independent
209,Integrated Media Solutions* [MDC Partners],"Beverly Hills, Calif.",3076400,7.5,Integrated Media Solutions* ,MDC Partners
210,Rauxa Direct,"Costa Mesa, Calif.",3070700,-19.8,Rauxa Direct,Independent
211,Eric Mower & Associates,"Syracuse, N.Y.",3056200,-7.3,Eric Mower & Associates,Independent
212,BGT Partners,Miami,3052000,40.0,BGT Partners,Independent
213,Bravo Group* [WPP (Y&R)],Miami,3000000,12.0,Bravo Group* ,WPP (Y&R)
